origem;destino;preco;duracao
SBCT;SSKW;[1381, 1461];'[''19h 45m'', ''19h 45m'']'
SBCT;SBPV;[782, 782, 852, 852];'[''9h 25m'', ''20h 45m'', ''9h 25m'', ''20h 45m'']'
SBCT;SBVH;[896, 976];'[''19h 35m'', ''19h 35m'']'
SBCT;SBBV;[1036, 1102, 1116, 1131];'[''6h 50m'', ''14h 20m'', ''6h 50m'', ''17h 15m'']'
SBCT;SBPF;[592, 672, 1002, 1067];'[''3h 45m'', ''3h 45m'', ''4h 25m'', ''4h 25m'']'
SBCT;SBPA;[559, 639, 715, 720];'[''4h 55m'', ''4h 55m'', ''5h 45m'', ''1h 10m'', ''1h 10m'']'
SBCT;SBCH;[736, 801];'[''4h 20m'', ''4h 20m'']'
SBCT;SBFL;[552, 557, 557, 632];'[''4h 10m'', ''3h 35m'', ''9h 5m'', ''4h 10m'']'
SBCT;SBJV;[451, 540, 2199];'[''5h 5m'', ''3h 20m'', ''3h 20m'']'
SBCT;SBNF;[609, 674, 675, 710];'[''6h 15m'', ''6h 15m'', ''6h 5m'', ''4h 20m'']'
SBCT;SBAR;[970, 970, 1035, 1055];'[''10h 10m'', ''5h 55m'', ''10h 10m'', ''7h 45m'']'
SBCT;SBAU;[647, 732];'[''3h 50m'', ''3h 50m'']'
SBCT;SBKP;[200, 260, 265, 340];'[''1h'', ''55m'', ''55m'', ''1h'', ''55m'', ''55m'']'
SBCT;SBGR;[186, 190, 251, 260];'[''1h 10m'', ''1h 5m'', ''1h 10m'', ''1h 5m'']'
SBCT;SBML;[313, 393];'[''3h 40m'', ''3h 40m'']'
SBCT;SBDN;[494, 559, 620, 695];'[''3h 35m'', ''3h 35m'', ''3h 50m'', ''3h 50m'']'
SBCT;SBRP;[243, 258, 302, 323];'[''1h 35m'', ''2h 40m'', ''3h'', ''2h 40m'']'
SBCT;SBSR;[363, 428, 363, 363, 419];'[''3h 35m'', ''3h 35m'', ''10h 45m'', ''9h 30m'', ''3h 45m'']'
SBCT;SBSP;[140, 171, 205, 227];'[''1h'', ''1h'', ''1h'', ''1h'', ''1h 5m'']'
SBCT;SWGN;[774, 954, 1019, 1643];'[''23h 45m'', ''23h 20m'', ''23h 20m'', ''21h 55m'']'
SBCT;SBPJ;[443, 562, 562, 627];'[''22h 20m'', ''6h'', ''7h 20m'', ''6h'']'
SBCT;SBRJ;[459, 571, 459, 524];'[''16h 55m'', ''1h 20m'', ''1h 20m'', ''13h 15m'', ''16h 55m'']'
SBRJ;SBRB;[984, 1006, 1049, 1101];'[''15h'', ''9h 35m'', ''15h'', ''9h 35m'']'
SBRJ;SBMO;[1068, 1114, 1153, 1179];'[''15h 45m'', ''15h 30m'', ''15h 45m'', ''15h 30m'']'
SBRJ;SBEG;[612, 677, 748, 738];'[''6h 15m'', ''6h 15m'', ''5h 40m'', ''10h 55m'']'
SBRJ;SBMQ;[1085, 1155, 1160, 1629];'[''13h 10m'', ''15h 5m'', ''13h 10m'', ''7h 20m'']'
SBRJ;SNBR;[536, 601, 854, 929];'[''21h 55m'', ''21h 55m'', ''14h'', ''14h'']'
SBRJ;SBIL;[913, 1008, 1191, 1291];'[''3h 50m'', ''3h 50m'', ''20h 20m'', ''20h 20m'']'
SBRJ;SBPS;[523, 736, 588, 590];'[''4h 5m'', ''1h 25m'', ''4h 5m'', ''8h'']'
SBRJ;SBSV;[535, 600, 1022, 635];'[''5h'', ''5h'', ''1h 59m'', ''13h 15m'']'
SBRJ;SNVB;[2100, 2185];'[''3h 10m'', ''3h 10m'']'
SBRJ;SBQV;[540, 605, 663, 728];'[''13h 50m'', ''13h 50m'', ''7h 10m'', ''7h 10m'']'
SBRJ;SBFZ;[700, 700, 774, 790];'[''9h 55m'', ''10h 5m'', ''7h 25m'', ''10h 5m'']'
SBRJ;SBJU;[737, 802, 966, 1013];'[''12h 40m'', ''12h 40m'', ''5h 35m'', ''8h 50m'']'
SBRJ;SBBR;[757, 822, 1172, 1237];'[''4h 10m'', ''4h 10m'', ''1h 50m'', ''1h 50m'', ''1h 50m'', ''1h 50m'']'
SBRJ;SBVT;[454, 428, 519, 508];'[''1h'', ''1h'', ''7h 40m'', ''1h'', ''1h'', ''7h 40m'']'
SBRJ;SBCN;[1207, 1272];'[''4h 20m'', ''4h 20m'']'
SBRJ;SBGO;[716, 796, 761, 765, 761];'[''4h 5m'', ''4h 5m'', ''4h 15m'', ''1h 50m'', ''6h 40m'']'
SBRJ;SBIZ;[838, 859, 928, 954];'[''8h 15m'', ''7h'', ''8h 15m'', ''7h'']'
SBRJ;SBSL;[671, 671, 761, 799];'[''9h 35m'', ''8h 20m'', ''8h 20m'', ''7h 5m'']'
SBRJ;SBCF;[317, 380, 382, 445];'[''1h'', ''1h'', ''1h'', ''1h'']'
SBRJ;SBGV;[1359, 1444, 2027, 2112];'[''5h 10m'', ''5h 10m'', ''4h 55m'', ''4h 55m'']'
SBRJ;SBMK;[608, 673, 983, 1068];'[''4h 55m'', ''4h 55m'', ''5h 15m'', ''5h 15m'']'
SBRJ;SBIP;[712, 792, 816, 896];'[''3h 15m'', ''3h 15m'', ''5h 20m'', ''5h 20m'']'
SBRJ;SBUR;[696, 781, 1046, 1131];'[''7h 30m'', ''7h 30m'', ''4h 45m'', ''4h 45m'']'
SBRJ;SBUL;[750, 758, 758, 815];'[''3h 45m'', ''3h 35m'', ''7h 25m'', ''3h 45m'']'
SBRJ;SBCG;[565, 573, 630, 638];'[''4h 25m'', ''3h 45m'', ''4h 25m'', ''3h 45m'']'
SBRJ;SBCR;[1036, 1116];'[''4h 15m'', ''4h 15m'']'
SBRJ;SBAT;[1127, 1207, 1240, 1320];'[''21h 5m'', ''21h 5m'', ''8h 25m'', ''8h 25m'']'
SBRJ;SWSI;[1221, 1306, 1421, 1506];'[''18h 10m'', ''18h 10m'', ''8h 5m'', ''8h 5m'']'
SBRJ;SBCY;[593, 593, 658, 658];'[''4h 20m'', ''11h 45m'', ''4h 20m'', ''11h 45m'']'
SBRJ;SBHT;[1357, 1437, 1625, 1710];'[''8h 45m'', ''8h 45m'', ''7h 45m'', ''7h 45m'']'
SBRJ;SBBE;[847, 847, 847, 937];'[''8h 30m'', ''13h 55m'', ''8h 20m'', ''8h 30m'']'
SBRJ;SBMA;[595, 622, 660, 687];'[''8h 45m'', ''15h 40m'', ''8h 45m'', ''15h 40m'']'
SBRJ;SBSN;[881, 881, 961, 961];'[''20h'', ''20h'', ''20h'', ''20h'']'
SBRJ;SBJP;[916, 1001, 1053, 1114];'[''6h 20m'', ''6h 20m'', ''8h 10m'', ''11h 5m'']'
SBRJ;SBKG;[1449, 1524, 1800, 1865];'[''18h'', ''18h'', ''7h 35m'', ''7h 35m'']'
SBRJ;SBFN;[1355, 1440, 1800, 1865];'[''17h 20m'', ''17h 20m'', ''16h 20m'', ''16h 20m'']'
SBRJ;SBPL;[903, 968, 1064, 1129];'[''14h'', ''14h'', ''7h'', ''7h'']'
SBRJ;SBRF;[689, 768, 768, 838];'[''9h 35m'', ''18h 35m'', ''7h 55m'', ''18h 35m'']'
SBRJ;SBTE;[473, 553, 646, 730];'[''6h 35m'', ''6h 35m'', ''8h'', ''10h 10m'']'
SBRJ;SBCA;[745, 768, 810, 845];'[''4h 45m'', ''13h 55m'', ''4h 45m'', ''5h 45m'']'
SBRJ;SBCT;[410, 470, 571, 410, 459];'[''2h 50m'', ''2h 50m'', ''1h 25m'', ''6h 15m'', ''3h 10m'']'
SBRJ;SBFI;[491, 561, 605, 663];'[''1h 55m'', ''1h 55m'', ''3h 35m'', ''5h 5m'']'
SBRJ;SBLO;[298, 358, 390, 390];'[''8h 5m'', ''8h 5m'', ''4h 45m'', ''7h 30m'']'
SBRJ;SBMG;[614, 672, 679, 706];'[''6h'', ''5h 30m'', ''6h'', ''5h 5m'']'
SBRJ;SBSG;[743, 743, 823, 823];'[''8h 15m'', ''8h 30m'', ''8h 15m'', ''8h 30m'']'
SBRJ;SSKW;[1544, 1624];'[''21h 15m'', ''21h 15m'']'
SBRJ;SBPV;[677, 757, 791, 843];'[''12h 15m'', ''12h 15m'', ''10h 50m'', ''8h 35m'']'
SBRJ;SBVH;[1454, 1534, 1599, 1679];'[''20h 45m'', ''20h 45m'', ''6h 20m'', ''6h 20m'']'
SBRJ;SBBV;[766, 856, 881, 946];'[''16h 5m'', ''16h 5m'', ''7h 50m'', ''7h 50m'']'
SBRJ;SBCX;[815, 880];'[''3h 15m'', ''3h 15m'']'
SBRJ;SBPF;[883, 963, 979, 1002];'[''4h 20m'', ''4h 20m'', ''3h 20m'', ''3h 15m'']'
SBRJ;SBPA;[616, 776, 616, 681];'[''3h 35m'', ''3h 35m'', ''2h 5m'', ''2h 5m'', ''6h 35m'', ''3h 35m'', ''3h 35m'']'
SBRJ;SBCH;[1159, 1239, 1359, 1444];'[''11h'', ''11h'', ''5h 50m'', ''5h 50m'']'
SBRJ;SBFL;[464, 464, 510, 529];'[''3h 10m'', ''9h 10m'', ''3h 5m'', ''3h 10m'']'
SBRJ;SBJV;[319, 353, 394, 405];'[''3h 45m'', ''3h 10m'', ''3h 45m'', ''2h 50m'']'
SBRJ;SBNF;[440, 550, 468, 506];'[''3h 15m'', ''1h 30m'', ''3h 20m'', ''3h 15m'']'
SBRJ;SBAR;[586, 671, 702, 792];'[''10h 35m'', ''10h 35m'', ''9h 10m'', ''9h 10m'']'
SBRJ;SBAU;[1073, 1158, 1273, 1358];'[''4h 25m'', ''4h 25m'', ''3h 25m'', ''3h 25m'']'
SBRJ;SBKP;[530, 555, 610, 635];'[''1h 5m'', ''1h 5m'', ''1h 5m'', ''1h 5m'', ''1h 5m'', ''1h 5m'']'
SBRJ;SBGR;[273, 328, 338, 393];'[''1h 15m'', ''1h 5m'', ''1h 15m'', ''1h 5m'']'
SBRJ;SBML;[543, 628, 643, 728];'[''4h 15m'', ''4h 15m'', ''3h 15m'', ''3h 15m'']'
SBRJ;SBDN;[402, 467, 754, 819];'[''3h 15m'', ''3h 15m'', ''2h 45m'', ''2h 45m'']'
SBRJ;SBRP;[418, 484, 845, 498];'[''6h 15m'', ''2h 45m'', ''1h 50m'', ''6h 15m'']'
SBRJ;SBSR;[347, 347, 407, 407];'[''5h 30m'', ''7h 35m'', ''5h 30m'', ''7h 35m'']'
SBRJ;SBSP;[455, 508, 520, 573];'[''1h 10m'', ''1h 10m'', ''1h 10m'']'
SBRJ;SWGN;[1044, 1747, 1812];'[''24h 5m'', ''21h 50m'', ''21h 50m'']'
SBRJ;SBPJ;[729, 729, 809, 804];'[''7h 45m'', ''7h 35m'', ''7h 45m'', ''7h 35m'']'
SBSG;SBRB;[924, 989, 1062, 1127];'[''7h 55m'', ''7h 55m'', ''7h 30m'', ''7h 30m'']'
SBSG;SBMO;[852, 917, 1228, 1293];'[''13h 35m'', ''13h 35m'', ''12h 10m'', ''12h 10m'']'
SBSG;SBEG;[875, 935, 945, 1006];'[''9h'', ''11h 30m'', ''9h'', ''6h 40m'']'
SBSG;SBMQ;[500, 565, 1436, 1620];'[''19h 15m'', ''19h 15m'', ''16h 30m'', ''7h 30m'']'
SBSG;SNBR;[636, 701, 2100, 2185];'[''23h 25m'', ''23h 25m'', ''19h 35m'', ''19h 35m'']'
SBSG;SBIL;[1547, 1738, 1803, 2199];'[''9h 55m'', ''9h 25m'', ''9h 25m'', ''9h 55m'']'
SBSG;SBLE;[657, 737];'[''18h 10m'', ''18h 10m'']'
SBSG;SBPS;[2199, 2199];'[''6h 45m'', ''9h 10m'']'
SBSG;SBSV;[462, 462, 508, 527];'[''4h 40m'', ''6h 25m'', ''3h 10m'', ''4h 40m'']'
SBSG;SBQV;[583, 648, 1164, 1229];'[''16h 30m'', ''16h 30m'', ''9h 45m'', ''9h 45m'']'
SBSG;SBFZ;[139, 139, 204, 204];'[''1h'', ''4h 40m'', ''1h'', ''4h 40m'']'
SBSG;SBJU;[581, 646];'[''4h'', ''4h'']'
SBSG;SBBR;[995, 1036, 1075, 1094];'[''2h 45m'', ''4h 55m'', ''2h 45m'', ''2h 50m'']'
SBSG;SBVT;[882, 882, 953, 962];'[''6h 15m'', ''12h 30m'', ''6h 15m'', ''18h 15m'']'
SBSG;SBGO;[826, 826, 826, 891];'[''7h 10m'', ''13h 15m'', ''19h 40m'', ''7h 10m'']'
SBSG;SBIZ;[629, 689, 699, 2199];'[''12h 25m'', ''13h 55m'', ''12h 25m'', ''10h 20m'']'
SBSG;SBSL;[533, 598, 767, 770];'[''5h 20m'', ''5h 20m'', ''3h 5m'', ''5h 20m'']'
SBSG;SBCF;[497, 497, 546, 562];'[''10h 25m'', ''22h'', ''4h 55m'', ''10h 25m'']'
SBSG;SBGV;[2100, 2185];'[''6h 10m'', ''6h 10m'']'
SBSG;SBJF;[2100, 2185];'[''23h'', ''23h'']'
SBSG;SBMK;[1013, 1093, 1164, 1229];'[''12h 15m'', ''12h 15m'', ''11h 25m'', ''11h 25m'']'
SBSG;SBIP;[2100, 2185];'[''6h 20m'', ''6h 20m'']'
SBSG;SBUR;[2100, 2185];'[''8h 30m'', ''8h 30m'']'
SBSG;SBUL;[426, 491, 473, 526];'[''5h 35m'', ''5h 35m'', ''21h 55m'', ''19h 50m'']'
SBSG;SBCG;[800, 870, 800, 800, 800];'[''7h 10m'', ''7h 10m'', ''11h 15m'', ''11h 15m'', ''19h 55m'']'
SBSG;SBAT;[2015, 2185];'[''7h 45m'', ''7h 45m'']'
SBSG;SWRD;[2100, 2185];'[''29h 15m'', ''29h 15m'']'
SBSG;SBCY;[767, 832, 882, 947];'[''10h 10m'', ''10h 10m'', ''9h 10m'', ''9h 10m'']'
SBSG;SBHT;[2100, 2185];'[''7h 55m'', ''7h 55m'']'
SBSG;SBBE;[439, 504, 560, 625];'[''7h 50m'', ''7h 50m'', ''20h'', ''20h'']'
SBSG;SBMA;[986, 1061, 1260, 1325];'[''10h 55m'', ''10h 55m'', ''7h 45m'', ''7h 45m'']'
SBSG;SBSN;[1385, 1935, 2085];'[''23h 20m'', ''7h 40m'', ''7h 40m'']'
SBSG;SBJP;[977, 990, 1042, 2100];'[''3h 15m'', ''6h 25m'', ''3h 15m'', ''3h 5m'']'
SBSG;SBFN;[1464, 1549, 1800, 1865];'[''3h 5m'', ''3h 5m'', ''11h 35m'', ''11h 35m'']'
SBSG;SBPL;[794, 859, 1067, 1132];'[''4h 15m'', ''4h 15m'', ''12h 5m'', ''12h 5m'']'
SBSG;SBRF;[391, 449, 471, 514];'[''55m'', ''2h 40m'', ''55m'', ''2h 40m'']'
SBSG;SBTE;[853, 873, 918, 938];'[''4h 20m'', ''4h 15m'', ''4h 20m'', ''4h 15m'']'
SBSG;SBCA;[959, 1024, 1505, 1570];'[''8h 25m'', ''8h 25m'', ''6h 50m'', ''6h 50m'']'
SBSG;SBCT;[540, 552, 552, 605];'[''5h 40m'', ''9h 20m'', ''9h 55m'', ''5h 40m'']'
SBSG;SBFI;[375, 375, 412, 440];'[''7h 55m'', ''9h 40m'', ''10h 35m'', ''7h 55m'']'
SBSG;SBLO;[1013, 1013, 1013, 1088];'[''7h 10m'', ''12h 20m'', ''21h 15m'', ''7h 10m'']'
SBSG;SBMG;[1018, 1083, 1115, 1180];'[''23h 35m'', ''23h 35m'', ''11h 30m'', ''11h 30m'']'
SBSG;SBGL;[723, 788, 795, 795];'[''3h 5m'', ''3h 5m'', ''12h 55m'', ''8h 55m'']'
SBSG;SBPV;[936, 1001, 1396, 1461];'[''13h 55m'', ''13h 55m'', ''6h 55m'', ''6h 55m'']'
SBSG;SBBV;[1114, 1189, 1281, 1346];'[''20h 15m'', ''20h 15m'', ''8h 50m'', ''8h 50m'']'
SBSG;SBCX;[1043, 1118];'[''18h 45m'', ''18h 45m'']'
SBSG;SBPF;[1002, 1067, 1800, 1865];'[''8h 40m'', ''8h 40m'', ''8h 20m'', ''8h 20m'']'
SBSG;SBPA;[972, 972, 999, 1037];'[''18h 20m'', ''6h 10m'', ''6h 40m'', ''18h 20m'']'
SBSG;SBCH;[770, 835, 2100, 2185];'[''6h 5m'', ''6h 5m'', ''8h 40m'', ''8h 40m'']'
SBSG;SBFL;[836, 901, 961, 1026];'[''7h 40m'', ''7h 40m'', ''5h 30m'', ''5h 30m'']'
SBSG;SBJV;[427, 427, 492, 492];'[''8h'', ''23h 30m'', ''8h'', ''23h 30m'']'
SBSG;SBNF;[600, 600, 670, 670];'[''6h 25m'', ''14h 30m'', ''6h 25m'', ''14h 30m'']'
SBSG;SBAR;[319, 384, 972, 1103];'[''4h 30m'', ''4h 30m'', ''10h 45m'', ''3h 35m'']'
SBSG;SBKP;[1520, 1568, 1585, 1653];'[''5h 35m'', ''15h 55m'', ''5h 35m'', ''15h 55m'']'
SBSG;SBGR;[638, 701, 703, 766];'[''3h 25m'', ''3h 25m'', ''3h 35m'', ''3h 25m'', ''3h 25m'', ''3h 35m'']'
SBSG;SBML;[2100, 2185];'[''18h 10m'', ''18h 10m'']'
SBSG;SBDN;[1381, 1446, 1714, 1789];'[''9h 30m'', ''9h 30m'', ''18h 35m'', ''18h 35m'']'
SBSG;SBRP;[1189, 1205, 1189, 1270];'[''7h 35m'', ''6h 20m'', ''21h 30m'', ''6h 20m'']'
SBSG;SBSR;[716, 716, 731, 776];'[''11h 20m'', ''11h 20m'', ''8h 5m'', ''12h 25m'']'
SBSG;SBSP;[830, 830, 895, 895];'[''11h 25m'', ''5h 25m'', ''11h 25m'', ''5h 25m'']'
SBSG;SBPJ;[905, 905, 905, 970];'[''5h 40m'', ''8h 40m'', ''13h 45m'', ''5h 40m'']'
SBSG;SBRJ;[743, 743, 823, 803];'[''5h 45m'', ''20h 35m'', ''5h 45m'', ''22h 5m'']'
SBPV;SBRB;[837, 902, 1646, 1766];'[''7h 5m'', ''7h 5m'', ''16h 5m'', ''16h 5m'']'
SBPV;SBMO;[1315, 1380, 1473, 1548];'[''20h'', ''20h'', ''7h 30m'', ''7h 30m'']'
SBPV;SBEG;[672, 752, 772, 837];'[''1h 20m'', ''1h 20m'', ''7h 35m'', ''7h 35m'']'
SBPV;SBTT;[901, 986];'[''2h 45m'', ''2h 45m'']'
SBPV;SBMQ;[734, 734, 804, 804];'[''28h 55m'', ''28h 55m'', ''28h 55m'', ''28h 55m'']'
SBPV;SNBR;[1026, 1106, 1121, 1201];'[''18h 50m'', ''18h 50m'', ''8h 20m'', ''8h 20m'']'
SBPV;SBIL;[2100, 2185];'[''11h 20m'', ''11h 20m'']'
SBPV;SBPS;[936, 982, 1030, 1031];'[''9h 40m'', ''11h 50m'', ''15h 50m'', ''9h 40m'']'
SBPV;SBSV;[944, 944, 991, 1009];'[''8h 50m'', ''7h'', ''7h 55m'', ''8h 50m'']'
SBPV;SBQV;[800, 865, 1091, 1156];'[''7h 15m'', ''7h 15m'', ''10h 55m'', ''10h 55m'']'
SBPV;SBFZ;[1149, 1170, 1224, 1245];'[''9h 55m'', ''11h 40m'', ''9h 55m'', ''11h 40m'']'
SBPV;SBJU;[739, 804, 811, 876];'[''18h 35m'', ''18h 35m'', ''10h 25m'', ''10h 25m'']'
SBPV;SBBR;[835, 900, 1319, 1394];'[''2h 50m'', ''2h 50m'', ''7h 25m'', ''7h 25m'']'
SBPV;SBVT;[764, 795, 834, 860];'[''6h 15m'', ''8h 10m'', ''6h 15m'', ''8h 10m'']'
SBPV;SBGO;[795, 827, 860, 892];'[''9h 30m'', ''5h 30m'', ''9h 30m'', ''5h 30m'']'
SBPV;SBIZ;[1442, 1442, 1537, 1537];'[''22h 5m'', ''22h 5m'', ''22h 5m'', ''22h 5m'']'
SBPV;SBSL;[936, 1031, 1076, 1141];'[''11h 55m'', ''11h 55m'', ''6h 15m'', ''6h 15m'']'
SBPV;SBCF;[996, 996, 1041, 1066];'[''4h 35m'', ''8h 50m'', ''3h 30m'', ''8h 50m'']'
SBPV;SBMK;[996, 1076];'[''7h 40m'', ''7h 40m'']'
SBPV;SBIP;[1419, 1499];'[''7h 25m'', ''7h 25m'']'
SBPV;SBUL;[936, 1001, 1029, 1094];'[''7h 55m'', ''7h 55m'', ''7h 30m'', ''7h 30m'']'
SBPV;SBCG;[500, 565, 645, 730];'[''15h 30m'', ''15h 30m'', ''12h 55m'', ''12h 55m'']'
SBPV;SWSI;[985, 1070];'[''12h 5m'', ''12h 5m'']'
SBPV;SBCY;[599, 679, 770, 770];'[''1h 50m'', ''1h 50m'', ''19h 35m'', ''11h 50m'']'
SBPV;SBHT;[1336, 1416];'[''7h 15m'', ''7h 15m'']'
SBPV;SBBE;[798, 868, 1192, 1257];'[''10h 15m'', ''10h 15m'', ''6h 10m'', ''6h 10m'']'
SBPV;SBMA;[762, 797, 810, 827];'[''12h 35m'', ''12h 35m'', ''7h 25m'', ''12h 35m'']'
SBPV;SBJP;[834, 924, 1515, 1580];'[''14h'', ''14h'', ''6h 20m'', ''6h 20m'']'
SBPV;SBFN;[1800, 1865];'[''9h 10m'', ''9h 10m'']'
SBPV;SBPL;[1076, 1141];'[''19h 55m'', ''19h 55m'']'
SBPV;SBRF;[558, 618, 1070, 1135];'[''8h 15m'', ''8h 15m'', ''6h 35m'', ''6h 35m'']'
SBPV;SBTE;[936, 936, 1001, 1001];'[''10h 20m'', ''10h 35m'', ''10h 20m'', ''10h 35m'']'
SBPV;SBCA;[853, 933, 989, 1069];'[''23h 25m'', ''23h 25m'', ''13h 20m'', ''13h 20m'']'
SBPV;SBCT;[752, 817, 758, 782, 782];'[''9h 40m'', ''9h 40m'', ''17h 30m'', ''11h 55m'', ''11h'']'
SBPV;SBFI;[936, 936, 1001, 1016];'[''7h 40m'', ''7h 25m'', ''7h 40m'', ''9h 35m'']'
SBPV;SBLO;[929, 936, 999, 1001];'[''7h 10m'', ''23h 5m'', ''7h 10m'', ''23h 5m'']'
SBPV;SBMG;[735, 800, 1055, 1130];'[''13h 5m'', ''13h 5m'', ''9h 40m'', ''9h 40m'']'
SBPV;SBCB;[1165, 1245];'[''7h 20m'', ''7h 20m'']'
SBPV;SBGL;[868, 948, 1171, 1236];'[''8h'', ''8h'', ''5h 30m'', ''5h 30m'']'
SBPV;SBSG;[936, 1016, 1420, 1510];'[''11h 20m'', ''11h 20m'', ''8h 25m'', ''8h 25m'']'
SBPV;SBBV;[813, 878];'[''6h 20m'', ''6h 20m'']'
SBPV;SBPF;[1032, 1112];'[''8h 20m'', ''8h 20m'']'
SBPV;SBPK;[1160, 1240];'[''21h 5m'', ''21h 5m'']'
SBPV;SBPA;[626, 626, 701, 719];'[''10h 30m'', ''9h 30m'', ''10h 30m'', ''6h 25m'']'
SBPV;SBCH;[676, 741, 805, 870];'[''21h 20m'', ''21h 20m'', ''7h 55m'', ''7h 55m'']'
SBPV;SBFL;[836, 901, 936, 1001];'[''10h'', ''10h'', ''7h 40m'', ''7h 40m'']'
SBPV;SBJV;[468, 533, 1029, 1094];'[''9h 40m'', ''9h 40m'', ''6h 55m'', ''6h 55m'']'
SBPV;SBNF;[936, 1026, 1029, 1076];'[''6h 25m'', ''6h 25m'', ''7h 55m'', ''7h 5m'']'
SBPV;SBAR;[936, 936, 936, 1001];'[''19h'', ''20h 25m'', ''20h 25m'', ''19h'']'
SBPV;SBAU;[1202, 1282];'[''8h 25m'', ''8h 25m'']'
SBPV;SBKP;[602, 667, 868, 874];'[''7h 30m'', ''7h 30m'', ''6h 25m'', ''4h 30m'']'
SBPV;SBGR;[598, 641, 660, 663];'[''7h 20m'', ''4h 50m'', ''3h 40m'', ''7h 20m'']'
SBPV;SBML;[839, 919];'[''8h 15m'', ''8h 15m'']'
SBPV;SBDN;[1076, 1080, 1141, 1145];'[''7h 5m'', ''8h 25m'', ''7h 5m'', ''8h 25m'']'
SBPV;SBRP;[583, 561, 648, 626];'[''7h 25m'', ''9h 15m'', ''7h 25m'', ''9h 15m'']'
SBPV;SBSR;[548, 548, 623, 623];'[''14h 5m'', ''13h'', ''14h 5m'', ''13h'']'
SBPV;SBSP;[753, 818, 880, 896];'[''5h 10m'', ''5h 10m'', ''7h 10m'', ''6h 50m'']'
SBPV;SBPJ;[927, 936, 992, 1001];'[''8h 40m'', ''9h 35m'', ''8h 40m'', ''9h 35m'']'
SBPV;SBRJ;[679, 744, 791, 843];'[''8h 20m'', ''8h 20m'', ''14h 5m'', ''5h 45m'']'
SBPA;SBCZ;[1079, 1144];'[''8h 15m'', ''8h 15m'']'
SBPA;SBRB;[863, 863, 938, 948];'[''10h 15m'', ''27h 5m'', ''10h 15m'', ''27h 5m'']'
SBPA;SBMO;[891, 900, 900, 957];'[''9h 15m'', ''9h 10m'', ''21h'', ''9h 15m'']'
SBPA;SBEG;[512, 550, 577, 550];'[''6h 10m'', ''27h 20m'', ''6h 10m'', ''27h 20m'']'
SBPA;SBMQ;[832, 842, 907, 917];'[''14h 50m'', ''9h 25m'', ''9h 25m'', ''8h 45m'']'
SBPA;SNBR;[624, 650, 689, 716];'[''16h 25m'', ''5h 25m'', ''16h 25m'', ''5h 25m'']'
SBPA;SBIL;[847, 937, 957, 1052];'[''4h 35m'', ''4h 35m'', ''4h 50m'', ''4h 50m'']'
SBPA;SBPS;[386, 386, 446, 446];'[''10h 40m'', ''12h 25m'', ''10h 40m'', ''12h 25m'']'
SBPA;SBSV;[496, 576, 506, 506, 531];'[''5h 10m'', ''5h 10m'', ''7h 15m'', ''7h 30m'', ''6h 5m'']'
SBPA;SNVB;[2100, 2185];'[''6h 25m'', ''6h 25m'']'
SBPA;SBQV;[580, 645, 720, 733];'[''5h 25m'', ''5h 25m'', ''4h 20m'', ''6h 40m'']'
SBPA;SBFZ;[627, 704, 704, 707];'[''9h 30m'', ''7h 15m'', ''8h 55m'', ''9h 30m'']'
SBPA;SBJU;[641, 706, 737, 802];'[''8h'', ''8h'', ''6h 25m'', ''6h 25m'']'
SBPA;SBBR;[506, 543, 571, 604];'[''4h 35m'', ''6h'', ''4h 35m'', ''2h 30m'', ''2h 30m'', ''2h 30m'']'
SBPA;SBVT;[400, 465, 413, 424, 424];'[''12h'', ''12h'', ''4h 5m'', ''3h 55m'', ''5h 35m'']'
SBPA;SBCN;[1207, 1272];'[''4h 20m'', ''4h 20m'']'
SBPA;SBGO;[346, 352, 404, 411];'[''4h 5m'', ''4h 30m'', ''4h 5m'', ''4h 5m'']'
SBPA;SBIZ;[660, 730];'[''8h 25m'', ''7h'']'
SBPA;SBSL;[625, 631, 703, 705];'[''13h 25m'', ''14h 10m'', ''10h 5m'', ''13h 25m'']'
SBPA;SBCF;[355, 516, 425, 438];'[''4h 10m'', ''2h 5m'', ''4h 10m'', ''4h 20m'']'
SBPA;SBGV;[958, 1038];'[''6h 25m'', ''6h 25m'']'
SBPA;SBJF;[574, 654];'[''4h 35m'', ''4h 35m'']'
SBPA;SBMK;[559, 593, 608, 639];'[''8h 10m'', ''6h 30m'', ''4h 25m'', ''8h 10m'']'
SBPA;SBIP;[686, 755, 766, 835];'[''6h 45m'', ''4h 30m'', ''6h 45m'', ''4h 30m'']'
SBPA;SBUR;[359, 439, 492, 572];'[''8h 45m'', ''8h 45m'', ''6h 30m'', ''6h 30m'']'
SBPA;SBUL;[307, 372, 448, 513];'[''3h 30m'', ''3h 30m'', ''8h 25m'', ''8h 25m'']'
SBPA;SBCG;[511, 538, 511, 586];'[''16h 5m'', ''4h 50m'', ''11h 20m'', ''23h 45m'']'
SBPA;SBCR;[1121, 1201];'[''4h 40m'', ''4h 40m'']'
SBPA;SBAT;[1186, 1266, 1369, 1454];'[''7h 55m'', ''7h 55m'', ''20h 45m'', ''20h 45m'']'
SBPA;SWSI;[809, 889, 1053, 1133];'[''19h 15m'', ''19h 15m'', ''8h 30m'', ''8h 30m'']'
