origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBCT;SBPA;[471, 536, 600, 660];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 20m', '1h 20m', '3h 45m'];[471, 536, 600, 660];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 20m', '1h 20m', '3h 45m']
SBCT;SBSM;[835, 915];['3h 35m', '3h 35m'];[835, 915];['3h 35m', '3h 35m']
SBCT;SBCH;[931, 969, 996, 1024];['3h 35m', '8h 50m', '3h 35m', '3h 40m'];[931, 969, 996, 1024];['3h 35m', '8h 50m', '3h 35m', '3h 40m']
SBCT;SBFL;[617, 679, 645, 650, 650];['3h 10m', '3h 10m', '4h 55m', '3h', '3h'];[617, 679, 645, 650, 650];['3h 10m', '3h 10m', '4h 55m', '3h', '3h']
SBCT;SBCM;[];[];[];[]
SBCT;SBJV;[258, 313, 500, 741];['5h 55m', '3h 35m', '3h 30m', '3h 15m'];[258, 313, 500, 741];['5h 55m', '3h 35m', '3h 30m', '3h 15m']
SBCT;SBNF;[600, 628, 745, 810];['6h 5m', '5h 10m', '13h', '13h'];[600, 628, 745, 810];['6h 5m', '5h 10m', '13h', '13h']
SBCT;SBAR;[562, 1160, 932, 1095, 1095];['27h 25m', '4h 20m', '25h 55m', '20h 20m', '4h 20m'];[562, 1160, 932, 1095, 1095];['27h 25m', '4h 20m', '25h 55m', '20h 20m', '4h 20m']
SBCT;SBAU;[352, 432, 547, 632];['5h', '5h', '3h 45m', '3h 45m'];[352, 432, 547, 632];['5h', '5h', '3h 45m', '3h 45m']
SBCT;SBAQ;[];[];[];[]
SBCT;SBAE;[];[];[];[]
SBCT;SBKP;[290, 370, 447, 527];['55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m'];[290, 370, 447, 527];['55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m', '55m']
SBCT;SBGR;[162, 227, 162, 190, 190];['1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h', '1h 10m', '1h 10m', '1h 10m'];[162, 227, 162, 190, 190];['1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h', '1h 10m', '1h 10m', '1h 10m']
SBCT;SBML;[332, 412, 720, 805];['5h 5m', '5h 5m', '2h 40m', '2h 40m'];[332, 412, 720, 805];['5h 5m', '5h 5m', '2h 40m', '2h 40m']
SBCT;SBDN;[332, 397, 520, 595];['4h 45m', '4h 45m', '3h 50m', '3h 50m'];[332, 397, 520, 595];['4h 45m', '4h 45m', '3h 50m', '3h 50m']
SBCT;SBRP;[146, 339, 273, 273, 289];['1h 35m', '5h 55m', '5h 55m', '7h 5m', '2h 50m'];[146, 339, 273, 273, 289];['1h 35m', '5h 55m', '5h 55m', '7h 5m', '2h 50m']
SBCT;SBSR;[380, 380, 440, 445];['9h 10m', '6h 45m', '10h 25m', '9h 10m'];[380, 380, 440, 445];['9h 10m', '6h 45m', '10h 25m', '9h 10m']
SBCT;SBSJ;[217, 297, 325, 405];['7h 30m', '7h 30m', '11h 20m', '11h 20m'];[217, 297, 325, 405];['7h 30m', '7h 30m', '11h 20m', '11h 20m']
SBCT;SBSP;[217, 217, 217, 282];['1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h'];[217, 217, 217, 282];['1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h', '1h']
SBCT;SWGN;[722, 830, 895];['23h 45m', '20h 20m', '20h 20m'];[722, 830, 895];['23h 45m', '20h 20m', '20h 20m']
SBCT;SBPJ;[409, 679, 617, 650, 657];['22h 20m', '6h 55m', '6h 55m', '5h 30m', '3h 55m'];[409, 679, 617, 650, 657];['22h 20m', '6h 55m', '6h 55m', '5h 30m', '3h 55m']
SBCT;SBRJ;[438, 503, 568, 568];['1h 20m', '1h 20m', '2h 50m', '10h 50m'];[438, 503, 568, 568];['1h 20m', '1h 20m', '2h 50m', '10h 50m']
SBRJ;SBCZ;[1248, 1313];['8h', '8h'];[1248, 1313];['8h', '8h']
SBRJ;SBRB;[970, 1035, 1108, 1140];['8h 10m', '8h 10m', '12h 50m', '6h 10m'];[970, 1035, 1108, 1140];['8h 10m', '8h 10m', '12h 50m', '6h 10m']
SBRJ;SBMO;[915, 963, 969, 977];['9h 20m', '5h 10m', '4h 30m', '9h 20m'];[915, 963, 969, 977];['9h 20m', '5h 10m', '4h 30m', '9h 20m']
SBRJ;SWKO;[];[];[];[]
SBRJ;SWEI;[];[];[];[]
SBRJ;SBEG;[651, 716, 651, 651, 651];['5h 40m', '5h 40m', '5h 25m', '8h 55m', '8h 30m'];[651, 716, 651, 651, 651];['5h 40m', '5h 40m', '5h 25m', '8h 55m', '8h 30m']
SBRJ;SWPI;[];[];[];[]
SBRJ;SBUA;[];[];[];[]
SBRJ;SBTT;[1277, 1357];['13h 5m', '13h 5m'];[1277, 1357];['13h 5m', '13h 5m']
SBRJ;SBTF;[];[];[];[]
SBRJ;SBMQ;[761, 1196, 968, 1134, 1194];['23h 20m', '6h 40m', '20h 20m', '6h 40m', '13h 20m'];[761, 1196, 968, 1134, 1194];['23h 20m', '6h 40m', '20h 20m', '6h 40m', '13h 20m']
SBRJ;SNBR;[632, 697, 1329, 1394];['4h 10m', '4h 10m', '4h 35m', '4h 35m'];[632, 697, 1329, 1394];['4h 10m', '4h 10m', '4h 35m', '4h 35m']
SBRJ;SBFE;[];[];[];[]
SBRJ;SBIL;[767, 779, 842, 970];['3h 25m', '24h 30m', '3h 25m', '3h 40m'];[767, 779, 842, 970];['3h 25m', '24h 30m', '3h 25m', '3h 40m']
SBRJ;SBLE;[1026, 1106];['17h 40m', '17h 40m'];[1026, 1106];['17h 40m', '17h 40m']
SBRJ;SBUF;[];[];[];[]
SBRJ;SBPS;[590, 590, 655, 655];['4h 5m', '4h 20m', '4h 5m', '4h 20m'];[590, 590, 655, 655];['4h 5m', '4h 20m', '4h 5m', '4h 20m']
SBRJ;SBSV;[260, 325, 635, 550];['4h 15m', '4h 15m', '4h 15m', '4h 15m', '1h 59m', '5h 10m'];[260, 325, 635, 550];['4h 15m', '4h 15m', '4h 15m', '4h 15m', '1h 59m', '5h 10m']
SBRJ;SNTF;[];[];[];[]
SBRJ;SNVB;[];[];[];[]
SBRJ;SBQV;[291, 322, 346, 388];['4h 50m', '13h 50m', '4h 50m', '13h 50m'];[291, 322, 346, 388];['4h 50m', '13h 50m', '4h 50m', '13h 50m']
SBRJ;SBFZ;[811, 886, 908, 908];['11h 45m', '11h 45m', '4h 50m', '5h 5m'];[811, 886, 908, 908];['11h 45m', '11h 45m', '4h 50m', '5h 5m']
SBRJ;SBJU;[731, 732, 796, 797];['5h 5m', '8h 20m', '5h 5m', '8h 20m'];[731, 732, 796, 797];['5h 5m', '8h 20m', '5h 5m', '8h 20m']
SBRJ;SBBR;[452, 757, 822, 1413];['4h 45m', '3h 5m', '3h 5m', '1h 40m'];[452, 757, 822, 1413];['4h 45m', '3h 5m', '3h 5m', '1h 40m']
SBRJ;SBVT;[177, 235, 267, 267];['3h 30m', '1h', '3h 15m', '12h 50m'];[177, 235, 267, 267];['3h 30m', '1h', '3h 15m', '12h 50m']
SBRJ;SBCN;[1193, 1258];['3h 35m', '3h 35m'];[1193, 1258];['3h 35m', '3h 35m']
SBRJ;SBGO;[417, 1025, 945, 945, 945];['7h 15m', '1h 45m', '1h 45m', '3h 10m', '11h 25m'];[417, 1025, 945, 945, 945];['7h 15m', '1h 45m', '1h 45m', '3h 10m', '11h 25m']
SBRJ;SWLC;[540, 620];['4h 15m', '4h 15m'];[540, 620];['4h 15m', '4h 15m']
SBRJ;SBIZ;[988, 988, 1053, 1068];['11h 45m', '7h', '11h 45m', '19h 20m'];[988, 988, 1053, 1068];['11h 45m', '7h', '11h 45m', '19h 20m']
SBRJ;SBSL;[676, 741, 799, 799];['4h 45m', '4h 45m', '5h 55m', '8h 20m'];[676, 741, 799, 799];['4h 45m', '4h 45m', '5h 55m', '8h 20m']
SBRJ;SBAX;[];[];[];[]
SBRJ;SBBH;[];[];[];[]
SBRJ;SBCF;[177, 167, 275, 340];['3h 15m', '6h 5m', '1h', '1h', '1h', '1h', '1h', '1h'];[177, 167, 275, 340];['3h 15m', '6h 5m', '1h', '1h', '1h', '1h', '1h', '1h']
SBRJ;SNDV;[];[];[];[]
SBRJ;SBZM;[];[];[];[]
SBRJ;SBGV;[725, 805];['2h 25m', '2h 25m'];[725, 805];['2h 25m', '2h 25m']
SBRJ;SBJF;[];[];[];[]
SBRJ;SBMK;[587, 667, 746, 781];['2h 50m', '2h 50m', '4h', '4h 55m'];[587, 667, 746, 781];['2h 50m', '2h 50m', '4h', '4h 55m']
SBRJ;SNPD;[];[];[];[]
SBRJ;SBIP;[618, 698];['3h 15m', '3h 15m'];[618, 698];['3h 15m', '3h 15m']
SBRJ;SBUR;[273, 353];['4h 55m', '4h 55m'];[273, 353];['4h 55m', '4h 55m']
SBRJ;SBUL;[163, 273, 276, 276];['4h 40m', '3h 40m', '3h 10m', '3h 10m'];[163, 273, 276, 276];['4h 40m', '3h 40m', '3h 10m', '3h 10m']
SBRJ;SBDB;[];[];[];[]
SBRJ;SBCG;[369, 431, 389, 389, 389];['5h 50m', '5h 50m', '4h', '16h', '19h 10m'];[369, 431, 389, 389, 389];['5h 50m', '5h 50m', '4h', '16h', '19h 10m']
SBRJ;SBCR;[];[];[];[]
SBRJ;SBDO;[];[];[];[]
SBRJ;SBTG;[];[];[];[]
SBRJ;SBAT;[1286, 1366, 2100, 2185];['6h 55m', '6h 55m', '5h 55m', '5h 55m'];[1286, 1366, 2100, 2185];['6h 55m', '6h 55m', '5h 55m', '5h 55m']
SBRJ;SWRD;[2100, 2185];['4h 20m', '4h 20m'];[2100, 2185];['4h 20m', '4h 20m']
SBRJ;SWSI;[974, 1059, 1621, 1706];['6h 45m', '6h 45m', '6h 30m', '6h 30m'];[974, 1059, 1621, 1706];['6h 45m', '6h 45m', '6h 30m', '6h 30m']
SBRJ;SBCY;[683, 719, 725, 745];['3h 50m', '4h 25m', '5h 55m', '3h 50m'];[683, 719, 725, 745];['3h 50m', '4h 25m', '5h 55m', '3h 50m']
SBRJ;SBHT;[1174, 1254];['7h 5m', '7h 5m'];[1174, 1254];['7h 5m', '7h 5m']
SBRJ;SBBE;[1129, 1129, 1129, 1194];['4h 50m', '6h 30m', '8h 5m', '4h 50m'];[1129, 1129, 1129, 1194];['4h 50m', '6h 30m', '8h 5m', '4h 50m']
SBRJ;SBIH;[];[];[];[]
SBRJ;SBMA;[557, 618, 586, 586, 587];['5h 15m', '5h 15m', '6h 20m', '18h 45m', '5h 15m'];[557, 618, 586, 586, 587];['5h 15m', '5h 15m', '6h 20m', '18h 45m', '5h 15m']
SBRJ;SBTB;[];[];[];[]
SBRJ;SBCJ;[1002, 1067, 1102, 1167];['4h 5m', '4h 5m', '4h 10m', '4h 10m'];[1002, 1067, 1102, 1167];['4h 5m', '4h 5m', '4h 10m', '4h 10m']
SBRJ;SBSN;[715, 780, 752, 752, 753];['19h 45m', '19h 45m', '5h 45m', '18h 10m', '8h 30m'];[715, 780, 752, 752, 753];['19h 45m', '19h 45m', '5h 45m', '18h 10m', '8h 30m']
SBRJ;SBTU;[];[];[];[]
SBRJ;SBJP;[959, 1024, 1114, 1134];['12h 15m', '12h 15m', '9h 5m', '20h 10m'];[959, 1024, 1114, 1134];['12h 15m', '12h 15m', '9h 5m', '20h 10m']
SBRJ;SBKG;[744, 801, 809, 866];['6h 20m', '9h', '6h 20m', '9h'];[744, 801, 809, 866];['6h 20m', '9h', '6h 20m', '9h']
SBRJ;SBFN;[1131, 1211, 1383, 1448];['6h 55m', '6h 55m', '15h 5m', '15h 5m'];[1131, 1211, 1383, 1448];['6h 55m', '6h 55m', '15h 5m', '15h 5m']
SBRJ;SBPL;[671, 736, 926, 991];['5h 15m', '5h 15m', '5h 45m', '5h 45m'];[671, 736, 926, 991];['5h 15m', '5h 15m', '5h 45m', '5h 45m']
SBRJ;SBRF;[760, 800, 822, 844];['4h 15m', '5h 40m', '4h 15m', '5h 45m'];[760, 800, 822, 844];['4h 15m', '5h 40m', '4h 15m', '5h 45m']
SBRJ;SBPB;[];[];[];[]
SBRJ;SBTE;[550, 550, 635, 615];['5h 45m', '8h 5m', '5h 45m', '8h 5m'];[550, 550, 635, 615];['5h 45m', '8h 5m', '5h 45m', '8h 5m']
SBRJ;SBCA;[790, 832, 866, 897];['3h 15m', '4h 45m', '3h 15m', '4h 45m'];[790, 832, 866, 897];['3h 15m', '4h 45m', '3h 15m', '4h 45m']
SBRJ;SBCT;[348, 438, 503, 568];['23h 35m', '1h 25m', '1h 25m', '2h 50m'];[348, 438, 503, 568];['23h 35m', '1h 25m', '1h 25m', '2h 50m']
SBRJ;SBFI;[209, 678, 743, 792];['3h 35m', '3h 30m', '3h 30m', '3h 45m'];[209, 678, 743, 792];['3h 35m', '3h 30m', '3h 30m', '3h 45m']
SBRJ;SBLO;[366, 455, 390, 390, 390];['11h 50m', '3h 30m', '3h 30m', '6h 20m', '20h 10m'];[366, 455, 390, 390, 390];['11h 50m', '3h 30m', '3h 30m', '6h 20m', '20h 10m']
SBRJ;SBMG;[816, 816, 857, 881];['3h 10m', '3h 35m', '4h 5m', '3h 10m'];[816, 816, 857, 881];['3h 10m', '3h 35m', '4h 5m', '3h 10m']
SBRJ;SBCB;[];[];[];[]
SBRJ;SBCP;[305, 385];['55m', '55m'];[305, 385];['55m', '55m']
SBRJ;SBME;[];[];[];[]
SBRJ;SBNT;[];[];[];[]
SBRJ;SBSG;[743, 808, 743, 743, 780];['8h 45m', '8h 45m', '6h 45m', '8h 30m', '10h 15m'];[743, 808, 743, 743, 780];['8h 45m', '8h 45m', '6h 45m', '8h 30m', '10h 15m']
SBRJ;SSKW;[1622, 1702, 2100, 2185];['6h 55m', '6h 55m', '5h 55m', '5h 55m'];[1622, 1702, 2100, 2185];['6h 55m', '6h 55m', '5h 55m', '5h 55m']
SBRJ;SBJI;[];[];[];[]
SBRJ;SBPV;[674, 739, 674, 674, 674];['5h 30m', '5h 30m', '10h 20m', '11h 40m', '15h 5m'];[674, 739, 674, 674, 674];['5h 30m', '5h 30m', '10h 20m', '11h 40m', '15h 5m']
SBRJ;SBVH;[2100, 2185];['6h', '6h'];[2100, 2185];['6h', '6h']
SBRJ;SBBV;[801, 801, 866, 866];['6h 20m', '7h 50m', '6h 20m', '7h 50m'];[801, 801, 866, 866];['6h 20m', '7h 50m', '6h 20m', '7h 50m']
SBRJ;SBCX;[829, 829, 894, 894];['3h 15m', '3h 55m', '3h 15m', '3h 55m'];[829, 829, 894, 894];['3h 15m', '3h 55m', '3h 15m', '3h 55m']
SBRJ;SBPF;[1081, 1146, 1514, 1599];['3h 15m', '3h 15m', '6h 10m', '6h 10m'];[1081, 1146, 1514, 1599];['3h 15m', '3h 15m', '6h 10m', '6h 10m']
SBRJ;SBPK;[544, 624, 759, 844];['15h 20m', '15h 20m', '5h 30m', '5h 30m'];[544, 624, 759, 844];['15h 20m', '15h 20m', '5h 30m', '5h 30m']
SBRJ;SBPA;[219, 209, 674, 724];['4h 25m', '6h 35m', '2h', '4h', '4h'];[219, 209, 674, 724];['4h 25m', '6h 35m', '2h', '4h', '4h']
SBRJ;SBSM;[722, 802, 1176, 1261];['7h 10m', '7h 10m', '5h 35m', '5h 35m'];[722, 802, 1176, 1261];['7h 10m', '7h 10m', '5h 35m', '5h 35m']
SBRJ;SBCH;[884, 931, 964, 996];['3h 20m', '6h 15m', '3h 20m', '6h 15m'];[884, 931, 964, 996];['3h 20m', '6h 15m', '3h 20m', '6h 15m']
SBRJ;SBFL;[548, 613, 577, 598, 598];['3h 55m', '3h 55m', '3h', '3h 5m', '3h 5m', '10h 55m'];[548, 613, 577, 598, 598];['3h 55m', '3h 55m', '3h', '3h 5m', '3h 5m', '10h 55m']
SBRJ;SBCM;[];[];[];[]
SBRJ;SBJV;[335, 397, 353, 353, 353];['5h 50m', '5h 50m', '4h 40m', '3h 15m', '11h 50m'];[335, 397, 353, 353, 353];['5h 50m', '5h 50m', '4h 40m', '3h 15m', '11h 50m']
SBRJ;SBNF;[351, 416, 468, 468];['1h 30m', '1h 30m', '2h 45m', '3h'];[351, 416, 468, 468];['1h 30m', '1h 30m', '2h 45m', '3h']
SBRJ;SBAR;[586, 651, 586, 586, 586];['13h 5m', '13h 5m', '8h 55m', '28h 50m', '7h 20m'];[586, 651, 586, 586, 586];['13h 5m', '13h 5m', '8h 55m', '28h 50m', '7h 20m']
SBRJ;SBAU;[397, 477, 1838, 2008];['3h 45m', '3h 45m', '3h 55m', '3h 55m'];[397, 477, 1838, 2008];['3h 45m', '3h 45m', '3h 55m', '3h 55m']
SBRJ;SBAQ;[];[];[];[]
SBRJ;SBAE;[];[];[];[]
SBRJ;SBKP;[399, 441, 459, 464];['4h 30m', '1h 5m', '1h 5m', '1h 5m', '5h 35m', '4h 30m'];[399, 441, 459, 464];['4h 30m', '1h 5m', '1h 5m', '1h 5m', '5h 35m', '4h 30m']
SBRJ;SBGR;[99, 99, 164, 174];['1h 5m', '1h 5m', '1h 5m', '1h 5m'];[99, 99, 164, 174];['1h 5m', '1h 5m', '1h 5m', '1h 5m']
SBRJ;SBML;[376, 456, 1243, 1328];['3h 50m', '3h 50m', '3h', '3h'];[376, 456, 1243, 1328];['3h 50m', '3h 50m', '3h', '3h']
SBRJ;SBDN;[376, 427, 441, 492];['3h 30m', '2h 45m', '3h 30m', '2h 45m'];[376, 427, 441, 492];['3h 30m', '2h 45m', '3h 30m', '2h 45m']
SBRJ;SBRP;[174, 225, 290, 341];['2h 45m', '1h 50m', '1h 50m', '1h 50m', '1h 50m', '1h 50m'];[174, 225, 290, 341];['2h 45m', '1h 50m', '1h 50m', '1h 50m', '1h 50m', '1h 50m']
SBRJ;SBSR;[168, 365, 365, 407];['3h 10m', '4h 45m', '8h', '3h 40m'];[168, 365, 365, 407];['3h 10m', '4h 45m', '8h', '3h 40m']
SBRJ;SBSJ;[220, 300];['1h 10m', '1h 10m', '1h 10m', '1h 10m'];[220, 300];['1h 10m', '1h 10m', '1h 10m', '1h 10m']
SBRJ;SBSP;[80, 89, 155, 159];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m'];[80, 89, 155, 159];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m', '1h 5m']
SBRJ;SWGN;[565, 1520, 1585];['24h 5m', '20h 35m', '20h 35m'];[565, 1520, 1585];['24h 5m', '20h 35m', '20h 35m']
SBRJ;SBPJ;[426, 464, 489, 526];['22h 40m', '3h 40m', '3h 59m', '3h 40m'];[426, 464, 489, 526];['22h 40m', '3h 40m', '3h 59m', '3h 40m']
SBRJ;SBRJ;[];[];[];[]
SBSG;SBCZ;[1431, 1496];['9h 25m', '9h 25m'];[1431, 1496];['9h 25m', '9h 25m']
SBSG;SBRB;[1233, 1303, 1233, 1233, 1233];['10h', '10h', '26h', '21h 20m', '21h 20m'];[1233, 1303, 1233, 1233, 1233];['10h', '10h', '26h', '21h 20m', '21h 20m']
SBSG;SBMO;[392, 457, 530, 605];['7h 10m', '7h 10m', '3h', '3h'];[392, 457, 530, 605];['7h 10m', '7h 10m', '3h', '3h']
SBSG;SWKO;[];[];[];[]
SBSG;SBEG;[877, 1128, 1063, 1063, 1063];['26h 5m', '9h 40m', '9h 40m', '6h 50m', '11h 30m'];[877, 1128, 1063, 1063, 1063];['26h 5m', '9h 40m', '9h 40m', '6h 50m', '11h 30m']
SBSG;SWPI;[];[];[];[]
SBSG;SBTT;[];[];[];[]
SBSG;SBTF;[];[];[];[]
SBSG;SBMQ;[500, 565, 607, 677];['6h 25m', '6h 25m', '11h 5m', '11h 5m'];[500, 565, 607, 677];['6h 25m', '6h 25m', '11h 5m', '11h 5m']
SBSG;SNBR;[2100, 2185];['19h', '19h'];[2100, 2185];['19h', '19h']
SBSG;SBIL;[1121, 1157, 1222, 1329];['11h 35m', '9h 25m', '9h 25m', '40h 15m'];[1121, 1157, 1222, 1329];['11h 35m', '9h 25m', '9h 25m', '40h 15m']
SBSG;SBLE;[2100, 2185];['17h 45m', '17h 45m'];[2100, 2185];['17h 45m', '17h 45m']
SBSG;SBUF;[];[];[];[]
SBSG;SBPS;[950, 1015, 1035, 2100];['5h 45m', '5h 45m', '10h 25m', '4h 30m'];[950, 1015, 1035, 2100];['5h 45m', '5h 45m', '10h 25m', '4h 30m']
SBSG;SBSV;[484, 488, 543, 550];['1h 30m', '4h 50m', '4h 50m', '1h 30m'];[484, 488, 543, 550];['1h 30m', '4h 50m', '4h 50m', '1h 30m']
SBSG;SNTF;[];[];[];[]
SBSG;SBQV;[1129, 1194, 1360, 1425];['9h 45m', '9h 45m', '13h 40m', '13h 40m'];[1129, 1194, 1360, 1425];['9h 45m', '9h 45m', '13h 40m', '13h 40m']
SBSG;SBFZ;[267, 267, 327, 332];['1h', '1h', '1h', '1h'];[267, 267, 327, 332];['1h', '1h', '1h', '1h']
SBSG;SBJU;[581, 646, 692, 757];['3h 20m', '3h 20m', '7h 25m', '7h 25m'];[581, 646, 692, 757];['3h 20m', '3h 20m', '7h 25m', '7h 25m']
SBSG;SBBR;[658, 658, 1161, 807];['9h', '11h 30m', '2h 45m', '18h 55m'];[658, 658, 1161, 807];['9h', '11h 30m', '2h 45m', '18h 55m']
SBSG;SBVT;[897, 1041, 942, 976, 1014];['13h 25m', '8h 40m', '31h 55m', '8h 40m', '31h 55m'];[897, 1041, 942, 976, 1014];['13h 25m', '8h 40m', '31h 55m', '8h 40m', '31h 55m']
SBSG;SBCN;[2100, 2185];['13h 30m', '13h 30m'];[2100, 2185];['13h 30m', '13h 30m']
SBSG;SBGO;[738, 738, 841, 841];['33h 25m', '32h 5m', '33h 25m', '32h 5m'];[738, 738, 841, 841];['33h 25m', '32h 5m', '33h 25m', '32h 5m']
SBSG;SWLC;[1149, 1229, 1986, 2071];['8h 40m', '8h 40m', '18h 30m', '18h 30m'];[1149, 1229, 1986, 2071];['8h 40m', '8h 40m', '18h 30m', '18h 30m']
SBSG;SBIZ;[743, 780, 808, 818];['5h 35m', '15h 55m', '5h 35m', '10h 15m'];[743, 780, 808, 818];['5h 35m', '15h 55m', '5h 35m', '10h 15m']
SBSG;SBSL;[653, 718, 768, 770];['8h 45m', '8h 45m', '34h 35m', '5h 5m'];[653, 718, 768, 770];['8h 45m', '8h 45m', '34h 35m', '5h 5m']
SBSG;SBAX;[];[];[];[]
SBSG;SBBH;[];[];[];[]
SBSG;SBCF;[570, 580, 570, 625];['5h 20m', '6h 35m', '9h 15m', '15h 55m'];[570, 580, 570, 625];['5h 20m', '6h 35m', '9h 15m', '15h 55m']
SBSG;SBZM;[];[];[];[]
SBSG;SBGV;[1111, 1191, 2100, 2185];['5h 50m', '5h 50m', '15h 40m', '15h 40m'];[1111, 1191, 2100, 2185];['5h 50m', '5h 50m', '15h 40m', '15h 40m']
SBSG;SBJF;[1503, 1568, 2100, 2185];['17h 30m', '17h 30m', '8h 30m', '8h 30m'];[1503, 1568, 2100, 2185];['17h 30m', '17h 30m', '8h 30m', '8h 30m']
SBSG;SBMK;[1129, 1209, 1360, 1425];['6h 5m', '6h 5m', '11h 25m', '11h 25m'];[1129, 1209, 1360, 1425];['6h 5m', '6h 5m', '11h 25m', '11h 25m']
SBSG;SNPD;[];[];[];[]
SBSG;SBIP;[1207, 1287, 2100, 2185];['5h 35m', '5h 35m', '7h 35m', '7h 35m'];[1207, 1287, 2100, 2185];['5h 35m', '5h 35m', '7h 35m', '7h 35m']
SBSG;SBUR;[1215, 1295, 2100, 2185];['8h 20m', '8h 20m', '18h', '18h'];[1215, 1295, 2100, 2185];['8h 20m', '8h 20m', '18h', '18h']
SBSG;SBUL;[473, 538, 473, 473, 473];['6h 15m', '6h 15m', '19h 35m', '14h 55m', '14h 55m'];[473, 538, 473, 473, 473];['6h 15m', '6h 15m', '19h 35m', '14h 55m', '14h 55m']
SBSG;SBCG;[769, 929, 789, 854, 899];['46h 40m', '5h 25m', '35h 10m', '5h 25m', '6h'];[769, 929, 789, 854, 899];['46h 40m', '5h 25m', '35h 10m', '5h 25m', '6h']
SBSG;SBCR;[];[];[];[]
SBSG;SBDO;[];[];[];[]
SBSG;SBTG;[];[];[];[]
SBSG;SBAT;[1997, 2109];['17h 40m', '17h 40m'];[1997, 2109];['17h 40m', '17h 40m']
SBSG;SWRD;[1335, 1415, 2100, 2185];['32h 25m', '32h 25m', '10h 10m', '10h 10m'];[1335, 1415, 2100, 2185];['32h 25m', '32h 25m', '10h 10m', '10h 10m']
SBSG;SWSI;[2100, 2185];['17h 30m', '17h 30m'];[2100, 2185];['17h 30m', '17h 30m']
SBSG;SBCY;[767, 832, 767, 789, 789];['9h 45m', '9h 45m', '14h 30m', '9h 15m', '30h 25m'];[767, 832, 767, 789, 789];['9h 45m', '9h 45m', '14h 30m', '9h 15m', '30h 25m']
SBSG;SBHT;[1515, 1595];['7h 50m', '7h 50m'];[1515, 1595];['7h 50m', '7h 50m']
SBSG;SBBE;[498, 560, 563, 560];['4h 25m', '15h 10m', '4h 25m', '15h 10m'];[498, 560, 563, 560];['4h 25m', '15h 10m', '4h 25m', '15h 10m']
SBSG;SBIH;[];[];[];[]
SBSG;SBMA;[1136, 1136, 1216, 1262];['11h 50m', '16h 30m', '11h 50m', '8h 10m'];[1136, 1136, 1216, 1262];['11h 50m', '16h 30m', '11h 50m', '8h 10m']
SBSG;SBCJ;[1072, 1137, 1461, 1526];['10h 20m', '10h 20m', '9h 10m', '9h 10m'];[1072, 1137, 1461, 1526];['10h 20m', '10h 20m', '9h 10m', '9h 10m']
SBSG;SBSN;[504, 569, 609, 629];['16h 35m', '16h 35m', '7h 45m', '15h 55m'];[504, 569, 609, 629];['16h 35m', '16h 35m', '7h 45m', '15h 55m']
SBSG;SBJP;1685;2h 55m;1685;2h 55m
SBSG;SBFN;[813, 863, 893, 943];['1h 10m', '3h 15m', '1h 10m', '3h 15m'];[813, 863, 893, 943];['1h 10m', '3h 15m', '1h 10m', '3h 15m']
SBSG;SBPL;[1100, 1100, 1165, 1165];['4h 25m', '12h 5m', '4h 25m', '12h 5m'];[1100, 1100, 1165, 1165];['4h 25m', '12h 5m', '4h 25m', '12h 5m']
SBSG;SBRF;[392, 456, 456, 472];['55m', '55m', '55m', '55m', '2h 35m', '55m', '55m', '55m'];[392, 456, 456, 472];['55m', '55m', '55m', '55m', '2h 35m', '55m', '55m', '55m']
SBSG;SBPB;[];[];[];[]
SBSG;SBTE;[815, 1078, 1078, 1143];['22h', '7h 35m', '4h 20m', '7h 35m'];[815, 1078, 1078, 1143];['22h', '7h 35m', '4h 20m', '7h 35m']
SBSG;SBCA;[864, 909, 944, 974];['18h 50m', '18h 25m', '18h 50m', '18h 25m'];[864, 909, 944, 974];['18h 50m', '18h 25m', '18h 50m', '18h 25m']
