origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBCF;SBQV;[526, 592, 607, 628];['4h 25m', '4h 25m', '1h 10m', '6h 45m'];[526, 592, 607, 628];['4h 25m', '4h 25m', '1h 10m', '6h 45m']
SBCF;SBFZ;[741, 757, 782, 807];['15h 15m', '2h 55m', '7h 55m', '15h 15m'];[741, 757, 782, 807];['15h 15m', '2h 55m', '7h 55m', '15h 15m']
SBCF;SBJU;[731, 733, 773, 796];['6h 5m', '6h 5m', '10h 50m', '4h 50m', '6h 5m', '6h 5m'];[731, 733, 773, 796];['6h 5m', '6h 5m', '10h 50m', '4h 50m', '6h 5m', '6h 5m']
SBCF;SBBR;[88, 153, 346, 411];['1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m'];[88, 153, 346, 411];['1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m']
SBCF;SBVT;[176, 670, 603, 603];['6h 35m', '1h', '1h', '1h', '1h', '1h', '3h 25m', '11h 15m'];[176, 670, 603, 603];['6h 35m', '1h', '1h', '1h', '1h', '1h', '3h 25m', '11h 15m']
SBCF;SBCN;[1193, 1258];['3h 45m', '3h 45m'];[1193, 1258];['3h 45m', '3h 45m']
SBCF;SBGO;[655, 735, 818, 818];['1h 25m', '1h 25m', '1h 20m', '1h 20m', '3h 55m', '3h 55m'];[655, 735, 818, 818];['1h 25m', '1h 25m', '1h 20m', '1h 20m', '3h 55m', '3h 55m']
SBCF;SWLC;[589, 669];['5h 55m', '5h 55m'];[589, 669];['5h 55m', '5h 55m']
SBCF;SBIZ;[999, 1048, 1094, 1113];['6h 55m', '7h 10m', '6h 55m', '7h 10m'];[999, 1048, 1094, 1113];['6h 55m', '7h 10m', '6h 55m', '7h 10m']
SBCF;SBSL;[746, 826, 829, 821, 821];['16h 25m', '16h 25m', '2h 50m', '4h 25m', '6h 20m'];[746, 826, 829, 821, 821];['16h 25m', '16h 25m', '2h 50m', '4h 25m', '6h 20m']
SBCF;SBAX;[];[];[];[]
SBCF;SBCF;[];[];[];[]
SBCF;SBZM;[];[];[];[]
SBCF;SBGV;[1091, 1176];['50m', '50m'];[1091, 1176];['50m', '50m']
SBCF;SBJF;[610, 690];['4h 15m', '4h 15m'];[610, 690];['4h 15m', '4h 15m']
SBCF;SBMK;[510, 590, 680, 745];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '4h 30m', '4h 30m'];[510, 590, 680, 745];['1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '1h 10m', '4h 30m', '4h 30m']
SBCF;SNPD;[];[];[];[]
SBCF;SBIP;[356, 430, 436, 510];['45m', '45m', '45m', '45m', '45m', '45m', '45m', '45m'];[356, 430, 436, 510];['45m', '45m', '45m', '45m', '45m', '45m', '45m', '45m']
SBCF;SBUR;[356, 436];['1h 20m', '1h 20m'];[356, 436];['1h 20m', '1h 20m']
SBCF;SBUL;[162, 610, 533, 533];['6h 25m', '1h 30m', '1h 30m', '1h 30m', '1h 30m', '3h 35m', '15h 10m'];[162, 610, 533, 533];['6h 25m', '1h 30m', '1h 30m', '1h 30m', '1h 30m', '3h 35m', '15h 10m']
SBCF;SBDB;[];[];[];[]
SBCF;SBCG;[489, 554, 489, 489, 489];['3h 45m', '3h 45m', '8h 40m', '7h 50m', '16h 5m'];[489, 554, 489, 489, 489];['3h 45m', '3h 45m', '8h 40m', '7h 50m', '16h 5m']
SBCF;SBCR;[];[];[];[]
SBCF;SBDO;[];[];[];[]
SBCF;SBTG;[];[];[];[]
SBCF;SBAT;[842, 922, 1131, 1216];['5h 50m', '5h 50m', '16h 55m', '16h 55m'];[842, 922, 1131, 1216];['5h 50m', '5h 50m', '16h 55m', '16h 55m']
SBCF;SWRD;[1050, 1115, 1155, 1220];['17h 30m', '17h 30m', '4h 25m', '4h 25m'];[1050, 1115, 1155, 1220];['17h 30m', '17h 30m', '4h 25m', '4h 25m']
SBCF;SWSI;[1310, 1395, 1510, 1595];['3h 45m', '3h 45m', '14h 50m', '14h 50m'];[1310, 1395, 1510, 1595];['3h 45m', '3h 45m', '14h 50m', '14h 50m']
SBCF;SBCY;[794, 874, 794, 794, 794];['2h 10m', '2h 10m', '5h 5m', '4h 20m', '16h'];[794, 874, 794, 794, 794];['2h 10m', '2h 10m', '5h 5m', '4h 20m', '16h']
SBCF;SBHT;[855, 940];['5h 25m', '5h 25m'];[855, 940];['5h 25m', '5h 25m']
SBCF;SBBE;[613, 678, 979, 863];['7h 55m', '7h 55m', '3h 10m', '4h 5m'];[613, 678, 979, 863];['7h 55m', '7h 55m', '3h 10m', '4h 5m']
SBCF;SBIH;[];[];[];[]
SBCF;SBMA;[434, 620, 555, 555, 555];['25h 45m', '4h', '4h', '19h 50m', '19h 50m'];[434, 620, 555, 555, 555];['25h 45m', '4h', '4h', '19h 50m', '19h 50m']
SBCF;SBTB;[];[];[];[]
SBCF;SBCJ;[901, 901, 966, 966];['2h 30m', '2h 30m', '2h 30m', '2h 30m'];[901, 901, 966, 966];['2h 30m', '2h 30m', '2h 30m', '2h 30m']
SBCF;SBSN;[841, 1190, 1042, 1095, 1095];['25h 10m', '5h 55m', '20h 55m', '5h 55m', '19h 15m'];[841, 1190, 1042, 1095, 1095];['25h 10m', '5h 55m', '20h 55m', '5h 55m', '19h 15m']
SBCF;SBTU;[];[];[];[]
SBCF;SBJP;[536, 587, 601, 634];['10h 25m', '10h', '10h 25m', '8h 5m'];[536, 587, 601, 634];['10h 25m', '10h', '10h 25m', '8h 5m']
SBCF;SBKG;[651, 716, 744, 809];['3h 50m', '3h 50m', '7h 20m', '7h 20m'];[651, 716, 744, 809];['3h 50m', '3h 50m', '7h 20m', '7h 20m']
SBCF;SBFN;[1330, 1395, 1409, 1426];['16h 5m', '16h 5m', '7h 45m', '7h 50m'];[1330, 1395, 1409, 1426];['16h 5m', '16h 5m', '7h 45m', '7h 50m']
SBCF;SBPL;[777, 842, 926, 926];['13h 25m', '13h 25m', '5h 20m', '6h 45m'];[777, 842, 926, 926];['13h 25m', '13h 25m', '5h 20m', '6h 45m']
SBCF;SBRF;[732, 889, 824, 742, 732];['5h', '2h 25m', '2h 25m', '4h 55m', '9h'];[732, 889, 824, 742, 732];['5h', '2h 25m', '2h 25m', '4h 55m', '9h']
SBCF;SBPB;[];[];[];[]
SBCF;SBTE;[576, 661, 576, 581, 581];['10h 10m', '10h 10m', '16h 20m', '4h 25m', '7h 10m'];[576, 661, 576, 581, 581];['10h 10m', '10h 10m', '16h 20m', '4h 25m', '7h 10m']
SBCF;SBCA;[678, 711, 743, 783];['4h 20m', '4h 5m', '4h 20m', '8h 15m'];[678, 711, 743, 783];['4h 20m', '4h 5m', '4h 20m', '8h 15m']
SBCF;SBCT;[433, 456, 433, 503];['3h 25m', '2h 55m', '5h 55m', '4h 5m'];[433, 456, 433, 503];['3h 25m', '2h 55m', '5h 55m', '4h 5m']
SBCF;SBFI;[188, 208, 599, 599];['4h 5m', '4h 30m', '4h 15m', '3h 50m'];[188, 208, 599, 599];['4h 5m', '4h 30m', '4h 15m', '3h 50m']
SBCF;SBLO;[321, 353, 376, 381];['6h 5m', '4h 15m', '6h 5m', '6h 55m'];[321, 353, 376, 381];['6h 5m', '4h 15m', '6h 5m', '6h 55m']
SBCF;SBMG;[784, 784, 849, 849];['3h 25m', '3h 45m', '3h 25m', '3h 45m'];[784, 784, 849, 849];['3h 25m', '3h 45m', '3h 25m', '3h 45m']
SBCF;SBCB;[];[];[];[]
SBCF;SBCP;[356, 436, 480, 565];['4h 45m', '4h 45m', '3h', '3h'];[356, 436, 480, 565];['4h 45m', '4h 45m', '3h', '3h']
SBCF;SBME;[];[];[];[]
SBCF;SBGL;[347, 412, 347, 400, 400];['3h', '3h', '6h 45m', '1h', '1h', '1h', '1h 5m'];[347, 412, 347, 400, 400];['3h', '3h', '6h 45m', '1h', '1h', '1h', '1h 5m']
SBCF;SBNT;[];[];[];[]
SBCF;SBSG;[570, 635, 570, 580, 570];['5h 45m', '5h 45m', '17h 5m', '5h 45m', '8h 45m'];[570, 635, 570, 580, 570];['5h 45m', '5h 45m', '17h 5m', '5h 45m', '8h 45m']
SBCF;SSKW;[1109, 1189, 1428, 1513];['5h 50m', '5h 50m', '16h 55m', '16h 55m'];[1109, 1189, 1428, 1513];['5h 50m', '5h 50m', '16h 55m', '16h 55m']
SBCF;SBJI;[];[];[];[]
SBCF;SBPV;[888, 1158, 1093, 1103, 1153];['21h 40m', '5h 10m', '5h 10m', '3h 40m', '6h 25m'];[888, 1158, 1093, 1103, 1153];['21h 40m', '5h 10m', '5h 10m', '3h 40m', '6h 25m']
SBCF;SBVH;[1400, 1480];['5h 55m', '5h 55m'];[1400, 1480];['5h 55m', '5h 55m']
SBCF;SBBV;[970, 1022, 1035, 1021];['16h 45m', '7h 30m', '16h 45m', '27h 30m'];[970, 1022, 1035, 1021];['16h 45m', '7h 30m', '16h 45m', '27h 30m']
SBCF;SBCX;[829, 829, 894, 894];['3h 40m', '5h 35m', '3h 40m', '5h 35m'];[829, 829, 894, 894];['3h 40m', '5h 35m', '3h 40m', '5h 35m']
SBCF;SBPF;[1081, 1146];['4h 35m', '4h 35m'];[1081, 1146];['4h 35m', '4h 35m']
SBCF;SBPK;[817, 897];['4h 45m', '4h 45m'];[817, 897];['4h 45m', '4h 45m']
SBCF;SBPA;[198, 208, 800, 438];['6h 35m', '6h 45m', '2h 20m', '3h 55m'];[198, 208, 800, 438];['6h 35m', '6h 45m', '2h 20m', '3h 55m']
SBCF;SBSM;[855, 935];['7h 15m', '7h 15m'];[855, 935];['7h 15m', '7h 15m']
SBCF;SBCH;[931, 977, 996, 1042];['4h 10m', '3h 35m', '4h 10m', '3h 35m'];[931, 977, 996, 1042];['4h 10m', '3h 35m', '4h 10m', '3h 35m']
SBCF;SBFL;[177, 187, 459, 500];['9h 5m', '6h 55m', '8h 10m', '3h 15m', '3h 15m'];[177, 187, 459, 500];['9h 5m', '6h 55m', '8h 10m', '3h 15m', '3h 15m']
SBCF;SBCM;[];[];[];[]
SBCF;SBJV;[353, 353, 413, 418];['3h 30m', '5h 55m', '8h 55m', '3h 30m'];[353, 353, 413, 418];['3h 30m', '5h 55m', '8h 55m', '3h 30m']
SBCF;SBNF;[188, 208, 637, 637];['5h 5m', '3h 35m', '2h 55m', '3h 55m'];[188, 208, 637, 637];['5h 5m', '3h 35m', '2h 55m', '3h 55m']
SBCF;SBAR;[649, 716, 651, 663, 649];['20h 55m', '11h 15m', '11h 15m', '19h 20m', '20h 55m'];[649, 716, 651, 663, 649];['20h 55m', '11h 15m', '11h 15m', '19h 20m', '20h 55m']
SBCF;SBAU;[414, 494, 667, 752];['5h 25m', '5h 25m', '3h 40m', '3h 40m'];[414, 494, 667, 752];['5h 25m', '5h 25m', '3h 40m', '3h 40m']
SBCF;SBAQ;[];[];[];[]
SBCF;SBAE;[];[];[];[]
SBCF;SBKP;[386, 392, 429, 457];['1h 10m', '7h 5m', '1h 10m', '7h 5m'];[386, 392, 429, 457];['1h 10m', '7h 5m', '1h 10m', '7h 5m']
SBCF;SBGR;[78, 143, 240, 240];['1h 15m', '1h 15m', '1h 10m', '1h 15m'];[78, 143, 240, 240];['1h 15m', '1h 15m', '1h 10m', '1h 15m']
SBCF;SBML;[391, 424, 471, 504];['5h 30m', '3h 15m', '5h 30m', '3h 15m'];[391, 424, 471, 504];['5h 30m', '3h 15m', '5h 30m', '3h 15m']
SBCF;SBDN;[460, 525, 601, 666];['4h', '4h', '3h 55m', '3h 55m'];[460, 525, 601, 666];['4h', '4h', '3h 55m', '3h 55m']
SBCF;SBRP;[173, 460, 460, 460];['3h 45m', '1h 25m', '3h 30m', '15h 15m'];[173, 460, 460, 460];['3h 45m', '1h 25m', '3h 30m', '15h 15m']
SBCF;SBSR;[348, 414, 390, 406, 411];['4h 35m', '4h 35m', '3h 30m', '4h 5m', '3h 5m'];[348, 414, 390, 406, 411];['4h 35m', '4h 35m', '3h 30m', '4h 5m', '3h 5m']
SBCF;SBSJ;[438, 518];['3h 55m', '3h 55m'];[438, 518];['3h 55m', '3h 55m']
SBCF;SBSP;[88, 153, 275, 275];['1h 15m', '1h 15m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m'];[88, 153, 275, 275];['1h 15m', '1h 15m', '1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m']
SBCF;SWGN;[912, 977];['21h 35m', '21h 35m'];[912, 977];['21h 35m', '21h 35m']
SBCF;SBPJ;[446, 511, 545, 545];['5h 9m', '5h 9m', '5h 20m', '13h 40m'];[446, 511, 545, 545];['5h 9m', '5h 9m', '5h 20m', '13h 40m']
SBCF;SBRJ;[450, 450, 451, 511];['55m', '1h 5m', '1h 5m', '1h 5m', '1h', '1h'];[450, 450, 451, 511];['55m', '1h 5m', '1h 5m', '1h 5m', '1h', '1h']
SBCG;SBCZ;[1248, 1313];['10h 15m', '10h 15m'];[1248, 1313];['10h 15m', '10h 15m']
SBCG;SBRB;[933, 1158, 965, 1093, 1093];['20h 20m', '16h 40m', '20h 30m', '16h 40m', '8h 25m'];[933, 1158, 965, 1093, 1093];['20h 20m', '16h 40m', '20h 30m', '16h 40m', '8h 25m']
SBCG;SBMO;[732, 802, 732, 764, 771];['17h 50m', '11h', '11h', '6h 40m', '4h 55m'];[732, 802, 732, 764, 771];['17h 50m', '11h', '11h', '6h 40m', '4h 55m']
SBCG;SWKO;[];[];[];[]
SBCG;SBEG;[803, 845, 893, 901];['5h 50m', '9h 10m', '5h 50m', '9h 15m'];[803, 845, 893, 901];['5h 50m', '9h 10m', '5h 50m', '9h 15m']
SBCG;SWPI;[];[];[];[]
SBCG;SBTT;[1076, 1156];['13h 35m', '13h 35m'];[1076, 1156];['13h 35m', '13h 35m']
SBCG;SBTF;[];[];[];[]
SBCG;SBMQ;[869, 1209, 941, 1132, 1144];['30h 20m', '11h 35m', '17h 30m', '5h 25m', '11h 35m'];[869, 1209, 941, 1132, 1144];['30h 20m', '11h 35m', '17h 30m', '5h 25m', '11h 35m']
SBCG;SNBR;[847, 912, 1522, 1597];['13h 40m', '13h 40m', '6h 55m', '6h 55m'];[847, 912, 1522, 1597];['13h 40m', '13h 40m', '6h 55m', '6h 55m']
SBCG;SBFE;[];[];[];[]
SBCG;SBIL;[898, 898, 898, 978];['22h 40m', '9h 45m', '21h 50m', '9h 45m'];[898, 898, 898, 978];['22h 40m', '9h 45m', '21h 50m', '9h 45m']
SBCG;SBLE;[933, 1013];['18h 10m', '18h 10m'];[933, 1013];['18h 10m', '18h 10m']
SBCG;SBUF;[];[];[];[]
SBCG;SBPS;[574, 639, 574, 574, 602];['5h 40m', '5h 40m', '4h 45m', '16h 50m', '14h 35m'];[574, 639, 574, 574, 602];['5h 40m', '5h 40m', '4h 45m', '16h 50m', '14h 35m']
SBCG;SBSV;[693, 782, 847, 862];['22h 55m', '4h 40m', '5h 20m', '4h 40m'];[693, 782, 847, 862];['22h 55m', '4h 40m', '5h 20m', '4h 40m']
SBCG;SNTF;[];[];[];[]
SBCG;SBQV;[851, 916, 932, 997];['4h 40m', '4h 40m', '4h 20m', '4h 20m'];[851, 916, 932, 997];['4h 40m', '4h 40m', '4h 20m', '4h 20m']
SBCG;SBFZ;[522, 522, 522, 587];['14h 55m', '5h 25m', '10h 5m', '14h 55m'];[522, 522, 522, 587];['14h 55m', '5h 25m', '10h 5m', '14h 55m']
SBCG;SBJU;[840, 905];['8h 40m', '8h 40m'];[840, 905];['8h 40m', '8h 40m']
SBCG;SBBR;[576, 651, 576, 576, 577];['1h 35m', '1h 35m', '3h 50m', '3h 55m', '11h 20m'];[576, 651, 576, 576, 577];['1h 35m', '1h 35m', '3h 50m', '3h 55m', '11h 20m']
SBCG;SBVT;[761, 895, 830, 830, 851];['11h 45m', '12h 10m', '12h 10m', '12h 10m', '4h 40m', '4h'];[761, 895, 830, 830, 851];['11h 45m', '12h 10m', '12h 10m', '12h 10m', '4h 40m', '4h']
SBCG;SBCN;[];[];[];[]
SBCG;SBGO;[478, 553, 495, 500, 478];['4h 50m', '4h 50m', '5h 50m', '5h 20m', '14h 30m'];[478, 553, 495, 500, 478];['4h 50m', '4h 50m', '5h 50m', '5h 20m', '14h 30m']
SBCG;SWLC;[1299, 1379];['4h 50m', '4h 50m'];[1299, 1379];['4h 50m', '4h 50m']
SBCG;SBIZ;[731, 1105, 1164, 1170];['29h 30m', '11h 15m', '4h 35m', '11h 15m'];[731, 1105, 1164, 1170];['29h 30m', '11h 15m', '4h 35m', '11h 15m']
SBCG;SBSL;[747, 1093, 842, 871, 998];['34h 35m', '4h 55m', '22h 30m', '21h 50m', '4h 55m'];[747, 1093, 842, 871, 998];['34h 35m', '4h 55m', '22h 30m', '21h 50m', '4h 55m']
SBCG;SBAX;[];[];[];[]
SBCG;SBBH;[];[];[];[]
SBCG;SBCF;[489, 489, 543, 549];['3h 30m', '9h 35m', '4h 10m', '4h 20m'];[489, 489, 543, 549];['3h 30m', '9h 35m', '4h 10m', '4h 20m']
SBCG;SBZM;[];[];[];[]
SBCG;SBGV;[2100, 2185];['9h 20m', '9h 20m'];[2100, 2185];['9h 20m', '9h 20m']
SBCG;SBJF;[927, 977, 1008, 1057];['7h 10m', '3h 50m', '7h 10m', '3h 50m'];[927, 977, 1008, 1057];['7h 10m', '3h 50m', '7h 10m', '3h 50m']
SBCG;SBMK;[972, 1052, 2082, 2185];['8h', '8h', '5h 35m', '5h 35m'];[972, 1052, 2082, 2185];['8h', '8h', '5h 35m', '5h 35m']
SBCG;SNPD;[];[];[];[]
SBCG;SBIP;[968, 1048, 2100, 2185];['8h 5m', '8h 5m', '6h', '6h'];[968, 1048, 2100, 2185];['8h 5m', '8h 5m', '6h', '6h']
SBCG;SBUR;[2100, 2185];['11h 50m', '11h 50m'];[2100, 2185];['11h 50m', '11h 50m']
SBCG;SBUL;[445, 445, 445, 515];['5h 25m', '16h 35m', '13h 50m', '14h 50m'];[445, 445, 445, 515];['5h 25m', '16h 35m', '13h 50m', '14h 50m']
SBCG;SBCG;[];[];[];[]
SBCG;SBCR;[];[];[];[]
SBCG;SBDO;[];[];[];[]
SBCG;SBTG;[];[];[];[]
SBCG;SBAT;[879, 959];['3h 45m', '3h 45m'];[879, 959];['3h 45m', '3h 45m']
SBCG;SWRD;[2100, 2185];['4h 50m', '4h 50m'];[2100, 2185];['4h 50m', '4h 50m']
SBCG;SWSI;[1771, 1941];['3h 35m', '3h 35m'];[1771, 1941];['3h 35m', '3h 35m']
SBCG;SBCY;[346, 405, 411, 470];['1h 10m', '1h 5m', '1h 10m', '1h 5m'];[346, 405, 411, 470];['1h 10m', '1h 5m', '1h 10m', '1h 5m']
SBCG;SBHT;[2100, 2185];['11h 20m', '11h 20m'];[2100, 2185];['11h 20m', '11h 20m']
SBCG;SBBE;[693, 763, 851, 851];['5h', '5h', '9h 25m', '7h 20m'];[693, 763, 851, 851];['5h', '5h', '9h 25m', '7h 20m']
SBCG;SBIH;[];[];[];[]
SBCG;SBMA;[965, 1037, 972, 972, 972];['22h 55m', '9h', '9h', '11h 55m', '5h 50m'];[965, 1037, 972, 972, 972];['22h 55m', '9h', '9h', '11h 55m', '5h 50m']
SBCG;SBCJ;[1020, 1100, 2100, 2185];['15h 10m', '15h 10m', '8h 25m', '8h 25m'];[1020, 1100, 2100, 2185];['15h 10m', '15h 10m', '8h 25m', '8h 25m']
SBCG;SBSN;[794, 1165, 1230, 1347];['35h 10m', '11h 55m', '11h 55m', '22h 20m'];[794, 1165, 1230, 1347];['35h 10m', '11h 55m', '11h 55m', '22h 20m']
SBCG;SBJP;[888, 953, 935, 935, 935];['8h 35m', '8h 35m', '5h 55m', '5h 25m', '24h 20m'];[888, 953, 935, 935, 935];['8h 35m', '8h 35m', '5h 55m', '5h 25m', '24h 20m']
SBCG;SBKG;[744, 809, 895, 975];['6h 5m', '6h 5m', '8h 30m', '8h 30m'];[744, 809, 895, 975];['6h 5m', '6h 5m', '8h 30m', '8h 30m']
SBCG;SBFN;[1612, 1677, 1700, 1765];['18h 45m', '18h 45m', '14h 50m', '14h 50m'];[1612, 1677, 1700, 1765];['18h 45m', '18h 45m', '14h 50m', '14h 50m']
SBCG;SBPL;[926, 926, 991, 991];['5h 30m', '5h 45m', '5h 30m', '5h 45m'];[926, 926, 991, 991];['5h 30m', '5h 45m', '5h 30m', '5h 45m']
SBCG;SBRF;[603, 603, 637, 692];['34h 5m', '14h 25m', '34h 5m', '22h', '22h'];[603, 603, 637, 692];['34h 5m', '14h 25m', '34h 5m', '22h', '22h']
SBCG;SBPB;[];[];[];[]
SBCG;SBTE;[692, 808, 718, 760, 807];['34h 35m', '4h 45m', '4h 45m', '34h 35m', '8h 45m'];[692, 808, 718, 760, 807];['34h 35m', '4h 45m', '4h 45m', '34h 35m', '8h 45m']
SBCG;SBCA;[737, 737, 802, 817];['4h 25m', '4h 30m', '4h 25m', '4h 30m'];[737, 737, 802, 817];['4h 25m', '4h 30m', '4h 25m', '4h 30m']
SBCG;SBCT;[604, 944, 669, 674];['4h 10m', '1h 20m', '4h 15m', '4h 10m'];[604, 944, 669, 674];['4h 10m', '1h 20m', '4h 15m', '4h 10m']
SBCG;SBFI;[579, 644, 579, 579, 579];['5h 20m', '5h 20m', '4h 40m', '8h', '19h 50m'];[579, 644, 579, 579, 579];['5h 20m', '5h 20m', '4h 40m', '8h', '19h 50m']
SBCG;SBLO;[760, 760, 760, 839];['25h 50m', '31h 15m', '25h 50m', '31h 15m'];[760, 760, 760, 839];['25h 50m', '31h 15m', '25h 50m', '31h 15m']
SBCG;SBMG;[328, 347, 382, 409];['10h 55m', '3h 40m', '4h 25m', '10h 55m'];[328, 347, 382, 409];['10h 55m', '3h 40m', '4h 25m', '10h 55m']
SBCG;SBCB;[1128, 1208];['20h 30m', '20h 30m'];[1128, 1208];['20h 30m', '20h 30m']
SBCG;SBCP;[865, 945, 2100, 2185];['14h 5m', '14h 5m', '7h 20m', '7h 20m'];[865, 945, 2100, 2185];['14h 5m', '14h 5m', '7h 20m', '7h 20m']
SBCG;SBME;[];[];[];[]
SBCG;SBGL;[387, 463, 528, 565];['17h 30m', '4h 20m', '4h 20m', '14h 45m'];[387, 463, 528, 565];['17h 30m', '4h 20m', '4h 20m', '14h 45m']
SBCG;SBNT;[];[];[];[]
SBCG;SBSG;[854, 854, 899, 914];['7h 35m', '7h 35m', '10h 5m', '6h 15m', '7h 35m', '7h 35m'];[854, 854, 899, 914];['7h 35m', '7h 35m', '10h 5m', '6h 15m', '7h 35m', '7h 35m']
SBCG;SSKW;[958, 1038];['3h 45m', '3h 45m'];[958, 1038];['3h 45m', '3h 45m']
SBCG;SBJI;[];[];[];[]
SBCG;SBPV;[618, 618, 683, 683];['4h 20m', '9h', '4h 20m', '9h'];[618, 618, 683, 683];['4h 20m', '9h', '4h 20m', '9h']
SBCG;SBVH;[2100, 2185];['3h 50m', '3h 50m'];[2100, 2185];['3h 50m', '3h 50m']
SBCG;SBBV;[944, 1169, 1169, 1234];['32h 40m', '10h 5m', '17h 10m', '10h 5m'];[944, 1169, 1169, 1234];['32h 40m', '10h 5m', '17h 10m', '10h 5m']
SBCG;SBCX;[972, 972, 1037, 1037];['4h 30m', '6h 45m', '4h 30m', '6h 45m'];[972, 972, 1037, 1037];['4h 30m', '6h 45m', '4h 30m', '6h 45m']
SBCG;SBPF;[608, 641, 689, 721];['9h 10m', '4h 15m', '9h 10m', '4h 15m'];[608, 641, 689, 721];['9h 10m', '4h 15m', '9h 10m', '4h 15m']
SBCG;SBPK;[730, 810];['6h 40m', '6h 40m'];[730, 810];['6h 40m', '6h 40m']
SBCG;SBPA;[495, 523, 551, 575];['4h 35m', '5h 45m', '4h 30m', '4h 35m'];[495, 523, 551, 575];['4h 35m', '5h 45m', '4h 30m', '4h 35m']
SBCG;SBSM;[1015, 1095];['6h 10m', '6h 10m'];[1015, 1095];['6h 10m', '6h 10m']
SBCG;SBCH;[931, 931, 996, 1011];['3h 55m', '5h 55m', '5h 55m', '3h 55m'];[931, 931, 996, 1011];['3h 55m', '5h 55m', '5h 55m', '3h 55m']
SBCG;SBFL;[441, 501, 441, 448, 498];['8h 40m', '8h 40m', '27h 15m', '5h 40m', '7h 25m'];[441, 501, 441, 448, 498];['8h 40m', '8h 40m', '27h 15m', '5h 40m', '7h 25m']
SBCG;SBCM;[];[];[];[]
SBCG;SBJV;[353, 418, 598, 600];['5h 30m', '5h 30m', '27h 55m', '13h'];[353, 418, 598, 600];['5h 30m', '5h 30m', '27h 55m', '13h']
SBCG;SBNF;[555, 620, 555, 561, 555];['3h 45m', '3h 45m', '14h 10m', '3h 55m', '14h 10m'];[555, 620, 555, 561, 555];['3h 45m', '3h 45m', '14h 10m', '3h 55m', '14h 10m']
SBCG;SBAR;[669, 873, 808, 851, 851];['30h 45m', '9h 10m', '9h 10m', '10h 25m', '9h'];[669, 873, 808, 851, 851];['30h 45m', '9h 10m', '9h 10m', '10h 25m', '9h']
SBCG;SBAU;[897, 977];['3h 30m', '3h 30m'];[897, 977];['3h 30m', '3h 30m']
SBCG;SBAQ;[];[];[];[]
SBCG;SBAE;[];[];[];[]
SBCG;SBKP;[317, 339, 392, 419];['4h 55m', '1h 25m', '4h 55m', '1h 25m'];[317, 339, 392, 419];['4h 55m', '1h 25m', '4h 55m', '1h 25m']
SBCG;SBGR;[269, 269, 324, 334];['1h 35m', '1h 50m', '1h 50m', '1h 35m'];[269, 269, 324, 334];['1h 35m', '1h 50m', '1h 50m', '1h 35m']
SBCG;SBML;[539, 619, 2100, 2185];['4h 25m', '4h 25m', '3h 30m', '3h 30m'];[539, 619, 2100, 2185];['4h 25m', '4h 25m', '3h 30m', '3h 30m']
SBCG;SBDN;[796, 876];['3h 35m', '3h 35m', '3h 35m', '3h 35m'];[796, 876];['3h 35m', '3h 35m', '3h 35m', '3h 35m']
SBCG;SBRP;[571, 651, 571, 571, 603];['8h', '8h', '9h 15m', '10h 40m', '3h 40m'];[571, 651, 571, 571, 603];['8h', '8h', '9h 15m', '10h 40m', '3h 40m']
SBCG;SBSR;[850, 871, 888, 888];['7h 10m', '26h 10m', '6h 55m', '14h 5m'];[850, 871, 888, 888];['7h 10m', '26h 10m', '6h 55m', '14h 5m']
SBCG;SBSJ;[890, 970];['13h 25m', '13h 25m'];[890, 970];['13h 25m', '13h 25m']
SBCG;SBSP;[577, 936, 552, 656, 871];['19h 55m', '1h 35m', '15h 10m', '7h 15m', '1h 35m', '1h 35m'];[577, 936, 552, 656, 871];['19h 55m', '1h 35m', '15h 10m', '7h 15m', '1h 35m', '1h 35m']
SBCG;SWGN;[];[];[];[]
SBCG;SBPJ;[1035, 1120, 1053, 1053, 1064];['5h 35m', '5h 35m', '7h 35m', '16h 50m', '7h 44m'];[1035, 1120, 1053, 1053, 1064];['5h 35m', '5h 35m', '7h 35m', '16h 50m', '7h 44m']
SBCG;SBRJ;[389, 440, 454, 467];['3h 55m', '7h 20m', '3h 55m', '10h 25m'];[389, 440, 454, 467];['3h 55m', '7h 20m', '3h 55m', '10h 25m']
SBCY;SBCZ;[1248, 1313];['8h 10m', '8h 10m'];[1248, 1313];['8h 10m', '8h 10m']
