origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBSP;SBUL; 139; 1h 20m;74;120
SBSP;SBDB;NONE;NONE;NONE;NONE
SBSP;SBCG;577;23h 20m;762;23h 20m
SBSP;SBCR;NONE;NONE;NONE;NONE
SBSP;SBDO;NONE;NONE;NONE;NONE
SBSP;SBTG;NONE;NONE;NONE;NONE
SBSP;SBAT; 1252; 8h 50m;1172;850
SBSP;SWRD;NONE;NONE;NONE;NONE
SBSP;SWSI; 2185; 6h 45m;2100;645
SBSP;SBCY; 620; 2h 15m;555;215
SBSP;SBHT; 1165; 8h 50m;1085;850
SBSP;SBBE; 910; 5h; 910;5
SBSP;SBIH;NONE;NONE;NONE;NONE
SBSP;SBMA;522;27h 30m;555;7h
SBSP;SBTB;NONE;NONE;NONE;NONE
SBSP;SBCJ; 1014; 5h 55m;922;525
SBSP;SBSN; 832; 6h 5m; 832;65
SBSP;SBTU;NONE;NONE;NONE;NONE
SBSP;SBJP; 816; 17h 20m; 816;1720
SBSP;SBKG; 1331; 6h; 1331;6
SBSP;SBFN; 1713; 5h 15m; 2100;1455
SBSP;SBPL; 1338; 17h 30m;1273;1730
SBSP;SBRF; 590; 4h 55m; 786;3
SBSP;SBPB;NONE;NONE;NONE;NONE
SBSP;SBTE; 797; 24h 25m; 856;1835
SBSP;SBCA; 810; 3h 10m;730;310
SBSP;SBCT; 217; 1h; 217;1
SBSP;SBFI; 140; 1h 40m;120;140
SBSP;SBLO; 100; 1h 15m;100;115
SBSP;SBMG; 500; 1h 20m;500;120
SBSP;SBCB;NONE;NONE;NONE;NONE
SBSP;SBCP;NONE;NONE;NONE;NONE
SBSP;SBME;NONE;NONE;NONE;NONE
SBSP;SBGL; 439; 1h; 439;1
SBSP;SBNT;NONE;NONE;NONE;NONE
SBSP;SBSG;934;7h;934;15h 5m
SBSP;SSKW; 1595; 8h 50m;1515;850
SBSP;SBJI;NONE;NONE;NONE;NONE
SBSP;SBPV; 720; 8h 45m; 856;1530
SBSP;SBVH; 2185; 8h 55m;2100;855
SBSP;SBBV;1212;26h 40m;1320;39h 40m
SBSP;SBCX; 720; 1h 35m;655;135
SBSP;SBPF;NONE;NONE;NONE;NONE
SBSP;SBPK; 867; 3h 55m;782;355
SBSP;SBPA; 425; 1h 45m; 480;140
SBSP;SBSM; 935; 5h 25m;855;525
SBSP;SBCH; 880; 6h 50m;800;650
SBSP;SBFL; 374; 1h 15m; 454;1125
SBSP;SBCM;NONE;NONE;NONE;NONE
SBSP;SBJV; 315; 1h 5m; 380;110
SBSP;SBNF; 739; 1h 5m; 739;110
SBSP;SBAR; 844; 4h 55m; 994;235
SBSP;SBAU;NONE;NONE;NONE;NONE
SBSP;SBAE;NONE;NONE;NONE;NONE
SBSP;SBDN; 459; 1h 10m;394;110
SBSP;SBRP; 338; 1h;85;1
SBSP;SBSR; 154; 1h 5m;89;15
SBSP;SBSP;NONE;NONE;NONE;NONE
SBSP;SWGN; 1380; 19h 25m; 1380;1925
